;Функциональные смеси;Комплексные технологические смеси/компаунды;V Арома Паштет Ароматный;Комплексная пищевая добавка для паштетов и ливерных изделий с пряным профилем: делает вкус более насыщенным и ?деликатесным?. Профиль ? чеснок, имбирь и кардамон в аромате, с чистым мясным послевкусием.;СОСТАВ: специи и экстракты специй (чеснок сушеный, перец черный, кардамон, имбирь), мальтодекстрин, соль пищевая, сыворотка сухая молочная, декстроза.;до 15 г/кг фаршемассы;для паштетов и ливерных колбас;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 367,21   ; 448,00 ; 263,81 ; 321,85 
;Функциональные смеси;Комплексные технологические смеси/компаунды;"""V Арома Паштет с томатами""";Комплексная пищевая добавка для паштетов и ливерных изделий с томатной нотой: даёт лёгкий томатный акцент и усиливает общую аппетитность вкуса. В аромате ? томаты и пряный фон перцев с мускатной теплотой.;СОСТАВ: специи и экстракты специй (томаты сушеные, перец черный, мускатный орех, перец белый), мальтодекстрин, сыворотка молочная сухая, декстроза, соль пищевая, ароматизатор.;до 15 г/кг фаршемассы;для паштетов и ливерных колбас;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 491,80   ; 600,00 ; 145,77 ; 177,84 
;Функциональные смеси;Комплексные технологические смеси/компаунды;V Сосиски Молочные;Комплексная пищевая добавка для молочных сосисок по профилю ГОСТ: обеспечивает нежную текстуру, сочность и стабильный светлый срез. Вкус ? мягкий, молочный, с тонкими пряными нотами муската и кориандра.;состав:  регуляторы кислотности (Е450iii, Е451i), молоко сухое, соль, декстроза, усилитель вкуса и аромата (Е621), ароматизатор,  экстракты пряностей (мускатный орех, перец черный, кориандр), антиокислитель Е 301;10 г на 1 кг фаршемассы;Комплексные пищевые добавки для вареных колбас;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 478,69   ; 584,00 ; 218,72 ; 266,84 
;Функциональные смеси;Комплексные вкусоароматические добавки;V ПК Московская;Комплексная пищевая добавка для полукопчёных колбас по профилю ГОСТ: помогает сформировать плотный срез и стабильную структуру, подчёркивает классический ?московский? вкус. Профиль ? мускат, кориандр, перцы и кардамон, ровно и выразительно.;состав:  специи и экстракты специй (чеснок, мускатный орех, кориандр, перец черный, перец белый, кардамон), соль пищевая, декстроза, усилитель вкуса и аромата Е621, антиокислитель Е301;"8 г на 1 кг фаршемассы
"; Комплексные пищевые добавки для полукопченных колбас;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 509,84   ; 622,00 ; 289,22 ; 352,85 
;Функциональные смеси;Комплексные вкусоароматические добавки;V ПК Таллинская;Комплексная пищевая добавка для полукопчёных колбас по профилю ГОСТ: формирует пряный аромат и стабильный вкус изделия. Профиль ? перцы, розмарин и корица, с выразительной ?европейской? пряностью.;состав:  специи и экстракты специй (перец черный, перец красный сладкий, перец душистый, корица, розмарин), декстроза, усилитель вкуса и аромата Е621, соль пищевая, антиокислители Е300, Е301;"8 г на 1 кг фаршемассы
"; Комплексные пищевые добавки для полукопченных колбас;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 560,66   ; 684,00 ; 289,22 ; 352,85 
;Функциональные смеси;Комплексные вкусоароматические добавки;V ПК Украинская;Комплексная пищевая добавка для полукопчёных колбас по профилю ГОСТ: задаёт узнаваемый ?украинский? профиль и усиливает аромат. Ноты ? чеснок, тмин и мускат, с перечной базой и ярким послевкусием.;"состав:  специи и экстракты специй (чеснок, перец черный, горчичный порошок, мускатный орех, тмин), усилитель вкуса и аромата Е621, декстроза, соль пищевая, антиокислитель Е301.
";"8 г на 1 кг фаршемассы
"; Комплексные пищевые добавки для полукопченных колбас;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 461,48   ; 563,00 ; 250,69 ; 305,84 
;Функциональные смеси;Комплексные вкусоароматические добавки;V ПК Краковская;Комплексная пищевая добавка для полукопчёных колбас по профилю ГОСТ: даёт классический ?краковский? вкус и аромат, подчёркивает мясной профиль. Ноты ? чёрный перец, чеснок и кориандр, чисто и уверенно.;состав: специи и экстракты специй (перец черный, чеснок, кориандр), усилитель вкуса и аромата Е621, декстроза, антиокислитель Е301;"8 г на 1 кг фаршемассы
"; Комплексные пищевые добавки для полукопченных колбас;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 465,57   ; 568,00 ; 137,58 ; 167,85 
;Функциональные смеси;Комплексные вкусоароматические добавки;V ПК Краковская ;Комплексная пищевая добавка для полукопчёных колбас: усиливает вкус и аромат, добавляет ?мясную глубину? за счёт дрожжевого экстракта и пряного букета. Профиль ? горчичная нота + чеснок и перцы, с выраженным послевкусием.;состав: носители (мальтодекстрин, соль), горчичный порошок, усилитель вкуса и аромата глутамат натрия (Е621), сахар, дрожжевой экстракт, экстракты специй (перца душистого, перца черного, чеснока);"8 грамм 
на 1 кг фаршемассы"; Комплексные пищевые добавки для полукопченных колбас;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 498,36   ; 608,00 ; 147,41 ; 179,84 
;Функциональные смеси;Комплексные вкусоароматические добавки;V Арома Грибная;Комплексная пищевая добавка для колбасных изделий с грибной нотой: формирует глубокий аромат и ?деликатесный? вкус с трюфельным оттенком. Профиль ? пряности в фоне и яркая грибная ароматика для премиального восприятия.;состав: декстроза (34%), специи и экстракты специй (кориандр, перец черный, перец белый, базилик), соль пищевая,  дрожжевой экстракт, ароматизатор Трюфель;10 г на кг сырья;комплексная пищевая добавка для производства колбасных изделий;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 601,64   ; 734,00 ; 136,76 ; 166,85 
;Функциональные смеси;Комплексные вкусоароматические добавки;V Арома Барокко;Комплексная пищевая добавка для сырокопчёных/сыровяленых колбас и мясных продуктов: создаёт яркий пряный профиль с ?дымным? характером. Вкус ? чеснок и орегано, перец и кориандр, с аккуратной коптильной нотой.;состав: специи (перец, чеснок, орегано), экстракты специй (кориандр), усилитель вкуса и аромата Е621 (6%), сахара, соль,  антиокислитель Е300, ароматизатор (дым);до 15 г/кг мясного сырья;комплексная пищевая добавка для производства сырокопченых и сыровяленых  колбасных изделий, продуктов из мяса;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 582,79   ; 711,00 ; 136,76 ; 166,85 
;Функциональные смеси;Комплексные вкусоароматические добавки;V Арома Пикантная;Комплексная пищевая добавка для мясных продуктов и рубленых полуфабрикатов: даёт яркую пряность и ?деликатесный? характер, усиливает общую насыщенность вкуса. Профиль ? перец, майоран, мацис и фенхель, с лёгкой дымной нотой.;состав: сахара, специи и экстракты (перец, майоран, мацис, фенхель), соль, усилитель вкуса и аромата Е621(7%), антиокислители (Е300, Е301) ароматизатор (дым);до 20 г/кг мясного сырья;комплексная пищевая добавка для производства рубленых полуфабрикатов;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 548,36   ; 669,00 ; 136,76 ; 166,85 
;Функциональные смеси;Комплексные вкусоароматические добавки;V Арома Брауншвейгская;Комплексная пищевая добавка для колбасных изделий с ?салями?-профилем: формирует яркий деликатесный аромат и выразительное послевкусие. Профиль ? душистый перец, чеснок и мускат, с трюфельной/салями нотой для премиального эффекта.;состав: приправы и экстракты приправ (перец душистый, чеснок, мускатный орех), усилитель вкуса и аромата Е 621 (20%), сахара, соль, ароматизаторы (салями, трюфель);до 10 г/кг мясного сырья;комплексная пищевая добавка для производства колбасных изделий;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 700,00   ; 854,00 ; 355,61 ; 433,84 
;Функциональные смеси;Комплексные вкусоароматические добавки;V Арома Венгерская ;Комплексная пищевая добавка для мясопродуктов в венгерском стиле: задаёт яркий цвет и пряный аромат, подчёркивает папричный профиль. Вкус ? паприка и перец, лук и специи, с лёгкой ?дымной? глубиной.;состав: сахара 32% (декстроза, сахароза), специи (перец, паприка, лук), экстракты специй (паприка, перец), усилитель вкуса и аромата Е621 (10%), регулятор кислотности Е262;до 20 г/кг мясного сырья;комплексная пищевая добавка для производства мясопродуктов;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 419,67   ; 512,00 ; 135,12 ; 164,85 
;Функциональные смеси;Комплексные вкусоароматические добавки;Салями СК Пряная ;Комплексная пищевая добавка для мясопродуктов с выраженной пряностью: делает вкус насыщенным и ярким, с ?перечным? характером. Профиль ? белый перец, кайенский перец, чили и паприка, с плотным жгуче-пряным послевкусием.;состав: приправы и экстракты приправ (белый перец, кайенский перец, чили, паприка), сахара 37% (декстроза), соль (14%), усилитель вкуса и аромата Е621 (9%), антиокислитель Е316 (5%);до 20 г/кг мясного сырья;комплексная пищевая добавка для производства мясопродуктов;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 407,38   ; 497,00 ; 145,77 ; 177,84 
;Функциональные смеси;Комплексные вкусоароматические добавки;V Арома Палермо ;Комплексная пищевая добавка для мясопродуктов с ?салями?-профилем: формирует богатый аромат и узнаваемую пряную ноту. Профиль ? мясо/салями + лёгкая коптильность, лук и пряный фон муската, белого перца и чеснока.;Cостав: декстроза, мальтодекстрин, соль поваренная,  усилитель вкуса и аромата Е 621, ароматизаторы (Мясо, Салями), ароматизатор коптильный, лук, экстракты специй (мускатного ореха, перца белого, чеснока);до 15 г/кг мясного сырья;комплексная пищевая добавка для производства мясопродуктов;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 440,98   ; 538,00 ; 145,77 ; 177,84 
;Функциональные смеси;Комплексные вкусоароматические добавки;Салями СК с можжевеловой ягодой ;Комплексная пищевая добавка для мясопродуктов с можжевеловым акцентом: придаёт характерный ?лесной? аромат и пряную глубину вкуса. Профиль ? можжевельник, кориандр, чеснок и перцы, выразительно и чисто.;состав: декстроза, мальтодекстрин, специи и экстракты специй (перец, кориандр, чеснок, можжевеловая ягода), соль, усилитель вкуса и аромата Е621 (9%), антиокислитель Е301;12 г/кг сырья;комплексная пищевая добавка для производства мясопродуктов;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 527,87   ; 644,00 ; 145,77 ; 177,84 
;Функциональные смеси;Комплексные вкусоароматические добавки;V Арома Пикник ;Комплексная пищевая добавка для мясопродуктов с ?пикниковым? профилем: создаёт аппетитный аромат запечённого/копчёного мяса и усиливает общий вкус. Профиль ? травы и специи (розмарин, сельдерей, чеснок), с коптильной нотой и глубиной дрожжевого экстракта.;состав: экстракт дрожжей, специи и  экстракты специй (сельдерей, чеснок, лук, петрушка, лавровый лист, розмарин), сахар, соль, ароматизатор коптильный.;до 15 г/кг продукта;комплексная пищевая добавка для производства мясопродуктов;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 542,62   ; 662,00 ; 145,77 ; 177,84 
;Функциональные смеси;Комплексные вкусоароматические добавки;V Арома Деликатная ;Вкусоароматическая пищевая добавка для рассолов с профилем ?бекон/деликатес?: усиливает аромат готового продукта и добавляет выразительность вкусу после термообработки. Профиль ? бекон и лёгкая коптильность, с тёплой мускатно-перечной ноткой.; мальтодекстрин, декстроза, усилитель вкуса и аромата Е 621 (20%), соль поваренная, ароматизатор Бекон, ароматизатор коптильный, экстракты специй (мускатного ореха, перца черного);4-5 г/кг продукта;вкусоароматическая  пищевая добавка для рассолов;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 501,64   ; 612,00 ; 441,68 ; 538,85 
;Функциональные смеси;Комплексные вкусоароматические добавки;V Арома Перечная;Вкусоароматическая пищевая добавка для рассолов с пряно-перечным профилем: даёт яркую ароматику и насыщенное послевкусие в готовом продукте. Профиль ? чёрный перец, чеснок, чили и имбирь, с лёгкой коптильной нотой.;мальтодекстрин, декстроза, усилитель вкуса и аромата Е 621 (20%), соль поваренная, ароматизатор Мясо, ароматизатор коптильный, экстракты пряностей (перца черного, чеснока, перца Чили, имбиря);4-5 г/кг продукта;вкусоароматическая  пищевая добавка для рассолов;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 490,16   ; 598,00 ; 156,43 ; 190,84 
;Функциональные смеси;Комплексные вкусоароматические добавки;V Арома Свинина;Комплексная пищевая добавка для мясных продуктов со вкусом свинины: усиливает мясной профиль и делает вкус более округлым и насыщенным. Профиль ? свинина + олеорезины перцев и мускат, с чистым ароматом и ярким послевкусием.;"усилитель вкуса и аромата Е621, мальтодекстрин, ароматизатор свинины, декстроза, олеорезины: черного перца, душистого перца, мускатного ореха; соль, сахар.";до 5 г/кг продукта;комплексная пищевая добавка, предназначенная для изготовления мясных продуктов;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 486,89   ; 594,00 ; 250,69 ; 305,84 
;Функциональные смеси;Комплексные вкусоароматические добавки;V Сервелат Юбилейный;Комплексная пищевая добавка для мясных продуктов и сервелатного профиля: усиливает вкус, добавляет пряный аромат и ?деликатесную? насыщенность. Профиль ? салями-нота, перец и лук, с чесночным шлейфом и выраженным послевкусием.;"Усилитель вкуса и аромата: глутамат натрия Е621, ароматизатор салями, перец, лук, антиокислитель: эриторбат натрия Е316; чеснок, соль, гидролизованный растительный белок, гидрогенизированный растительный жир (рапсовый)";7 г/кг продукта;комплексная пищевая добавка, предназначенная для изготовления мясных продуктов;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 422,13   ; 515,00 ; 256,43 ; 312,84 
;Функциональные смеси;Комплексные вкусоароматические добавки;Сервелат ВК Комби;Комплексная пищевая добавка для колбасных изделий и полуфабрикатов: формирует стабильный вкус и пряный аромат, добавляет глубину и ?мясную полноту?. Профиль ? кориандр, тмин и горчица, с дрожжевым экстрактом для более насыщенного восприятия.;Декстроза, мальтодекстрин, регулятор кислотности Е575, соль, специи (кориандр, тмин семена, горчица), экстракты натуральных специй (черный перец, кориандр), антиокислители (Е300, Е301), дрожжевой экстракт;5-15 г/кг продукта;комплексная пищевая добавка для производства колбасных изделий и полуфабрикатов.;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 347,54   ; 424,00 ; 318,72 ; 388,84 
;Функциональные смеси;Комплексные вкусоароматические добавки;V Арома для холодца с хреном;Вкусоароматическая пищевая добавка для холодцов, заливных и мясных блюд: даёт яркий хреновый акцент и пряный аромат, делает вкус ?домашним? и выразительным. Профиль ? хрен, тмин и чёрный перец, с травяной нотой лавра.;мальтодекстрин, декстроза,  соль поваренная, усилитель вкуса и аромата (Е621), специи и экстракты пряностей (хрен, перец черный, тмин, лавровый лист), вкусоароматические вещества,  регулятор кислотности (Е330).;до 10 г/кг продукта;вкусоароматическая пищевая добавка для использования в пищевой промышленности;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 531,15   ; 648,00 ; 193,32 ; 235,85 
;Функциональные смеси;Комплексные вкусоароматические добавки;"Для снеков  ""Грибная""";Комплексная пищевая добавка для снэков со вкусом грибов: формирует насыщенный грибной аромат и аппетитный ?жареный? профиль. Профиль ? шампиньоны и лук, с акцентом на аромат белых грибов для более яркого впечатления.;мальтодекстрин,  сыворотка сухая молочная, грибы шампиньоны сушеные, соль пищевая, сахар, лук сушеный, усилитель вкуса и аромата Е621, ароматизатор (белые грибы);дозировка ?по вкусу?;комплексная пищевая добавка для производства снэков;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 345,08   ; 421,00 ; 239,22 ; 291,85 
;Функциональные смеси;Комплексные вкусоароматические добавки;"Для снеков  ""С беконом""";Комплексная пищевая добавка для снэков со вкусом бекона: даёт узнаваемый аромат и ?мясную? насыщенность, усиливает аппетитность продукта. Профиль ? бекон и лёгкая коптильность, с тёплой папричной нотой.;мальтодекстрин, сыворотка сухая молочная, соль пищевая, сахар, паприка сладкая, усилитель вкуса и аромата Е621, ароматизаторы (бекон, дым);дозировка ?по вкусу?;комплексная пищевая добавка для производства снэков;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 381,97   ; 466,00 ; 332,66 ; 405,85 
;Функциональные смеси;Комплексные вкусоароматические добавки;"Для снеков ""С томатами и зеленью""";Комплексная пищевая добавка для снэков с томатно-травяным профилем: создаёт яркий вкус томатов и свежую зелёную ноту. Профиль ? томаты + укроп и петрушка, ровный аромат и ?сочный? вкус в послевкусии.; томаты сушеные, мальтодекстрин, декстроза, соль пищевая, зелень сушеная (укроп, петрушка), усилитель вкуса и аромата Е621, ароматизатор (томат);дозировка ?по вкусу?;комплексная пищевая добавка для производства снэков;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 351,64   ; 429,00 ; 340,86 ; 415,85 
;Функциональные смеси;Комплексные вкусоароматические добавки;"Для снеков ""Чесночная""";Комплексная пищевая добавка для снэков с чесночным профилем: даёт яркий чесночный аромат и насыщенный вкус, хорошо раскрывается в сухих покрытиях. Профиль ? чеснок + укроп, с натуральным чесночным экстрактом для чистой ароматики.;мальтодекстрин, чеснок сушеный, сыворотка сухая молочная, укроп сушеный, соль пищевая, сахар,  усилитель вкуса и аромата Е621, натуральный экстракт чеснока;дозировка ?по вкусу?;комплексная пищевая добавка для производства снэков;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 328,69   ; 401,00 ; 246,59 ; 300,84 
;Функциональные смеси;Комплексные вкусоароматические добавки;"Для снеков ""Со сметаной и луком""";Комплексная пищевая добавка для снэков со вкусом сметаны и лука: формирует сливочно-кисловатый профиль и яркую луковую ноту. Профиль ? сметана и лук, с дрожжевым экстрактом для более ?объёмного? вкуса.;сыворотка сухая молочная,  лук-порей молотый, соль, декстроза, мальтодекстрин, лактоза, ароматизаторы (лук, сметана), усилитель вкуса и аромата Е621, экстракт дрожжей, антислеживающий агент Е551.;дозировка ?по вкусу?;комплексная пищевая добавка для производства снэков;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 457,38   ; 558,00 ; 539,22 ; 657,85 
;Функциональные смеси;Комплексные вкусоароматические добавки;"Для снеков ""С сыром""";Комплексная пищевая добавка для снэков со вкусом сыра: даёт насыщенный сырно-сливочный профиль и выраженное послевкусие. Профиль ? сыр и сливки с пряным фоном пажитника и чёрного перца, ?как у настоящего сырного вкуса?.;сыворотка сухая молочная, декстроза, соль, мальтодекстрин, лактоза, ароматизаторы (сыр, сливки), усилитель вкуса и аромата Е621, пряности (пажитник, черный перец), экстракт дрожжей, антислеживающий агент Е551.;дозировка ?по вкусу?;комплексная пищевая добавка для производства снэков;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 390,98   ; 477,00 ; 269,54 ; 328,84 
;Функциональные смеси;Комплексные вкусоароматические добавки;"Для снеков ""С зеленью""";Комплексная пищевая добавка для снэков с травяным профилем: формирует ?свежую? зелёную ароматику и приятное послевкусие. Профиль ? укроп, базилик и петрушка, усиленный натуральными экстрактами трав.;мальтодекстрин, декстроза, соль пищевая, зелень сушеная (укроп, базилик, петрушка), усилитель вкуса и аромата Е621, экстракты натуральные (базилик, петрушка);дозировка ?по вкусу?;комплексная пищевая добавка для производства снэков;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 250,82   ; 306,00 ; 385,12 ; 469,85 
;Функциональные смеси;Комплексные вкусоароматические добавки;"Для снеков ""С креветкой""";Комплексная пищевая добавка для снэков со вкусом креветки: даёт яркую морскую ароматику и узнаваемый ?креветочный? профиль. Хорошо раскрывается в сухих приправах и покрытиях, создавая насыщенный вкус и аромат.;мальтодекстрин, декстроза, соль пищевая, усилитель вкуса и аромата Е621, вкусоароматические вещества;дозировка ?по вкусу?;комплексная пищевая добавка для производства снэков;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 621,31   ; 758,00 ; 566,27 ; 690,85 
;Функциональные смеси;Функциональные пищевые смеси;"V МитМикс
";"Фосфаты и смеси для куттерования
смесь фосфатов и гидроколлоидов для улучшения структурно-механических свойств и снижения себестоимости готового продукта";состав: регуляторы кислотности (Е450iii, Е451i), мальтодекстрин, загустители (Е412, Е415);"4-7 грамм 
на 1 кг фаршемассы";рубленые мясные полуфабрикаты, колбасные изделия;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 317,21   ; 387,00 ; 873,64 ; 1 065,84 
;Функциональные смеси;Функциональные пищевые смеси;"V Мит Комплект
";"Фосфаты и смеси для куттерования
смесь фосфатов и гидроколлоидов для улучшения структурно-механических свойств и снижения себестоимости готового продукта";состав: регуляторы кислотности (Е450iii, Е451i), стабилизатор (Е407а), антиокислитель (Е316), загуститель (Е412), желирующий агент (Е508);"5-7 грамм
 на 1 кг фаршемассы";"полукопченая колбаса
варено-копченая колбаса";"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 653,28   ; 797,00 ; 428,56 ; 522,84 
;Функциональные смеси;Функциональные пищевые смеси;"V Мит Комби 
";"Фосфаты и смеси для куттерования
смесь фосфатов и гидроколлоидов для улучшения структурно-механических свойств и снижения себестоимости готового продукта";состав: регуляторы кислотности (Е450iii, Е451i), стабилизатор (Е407а), антиокислитель (Е316), желирующий агент (Е508), загуститель (Е425);"5-8 грамм
 на 1 кг фаршемассы";вареная колбаса;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 918,03   ; 1 120,00 ; 216,27 ; 263,85 
;Функциональные смеси;Функциональные пищевые смеси;V Эмультек;смесь эмульгаторов для предотвращения бульонно-жировых отеков, для приготовления эмульсий;состав: моно- и диглицериды жирных кислот (Е471, Е472с), растительная клетчатка, животный белок, загустители (Е412, Е415);"6-10 грамм
 на 1 кг фаршемассы;   эмульсия 1:10:10 (КПД:жир:вода)";"вареная колбаса  
варенокопченая колбаса
полукопченая колбаса    жировые эмульсии";"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 477,05   ; 582,00 ; 344,13 ; 419,84 
;Функциональные смеси;Функциональные пищевые смеси;V Эмультек 2;смесь на основе альгинатов для приготовления жировых эмульсий;состав: загуститель (Е401), уплотнитель (Е516), животный белок, пшеничные волокна,  регуляторы кислотности (Е450iii, Е451i);"
1:10:10
1:10:20
добавка:жирное сырье:вода";искусственный шпик жировые эмульсии;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 1 000,00   ; 1 220,00 ; 596,59 ; 727,84 
;Функциональные смеси;Функциональные пищевые смеси; V Эмультек 3 ;смесь эмульгаторов  для приготовления эмульсии из шкурки;состав: регуляторы кислотности (Е450iii, Е451i), загуститель (Е412), эмульгатор (Е471);"1:50:50
добавка:шкурка:вода";эмульсии из шкурки;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 445,90   ; 544,00 ; 175,28 ; 213,84 
;Функциональные смеси;Функциональные пищевые смеси;Эмультек ВС;Смеси на основе эмульгаторов,  загуститель для фарша;Волокна растительные, крахмал кукурузный, сыворотка сухая молочная, загустители (Е 412, Е 415).;12-13 г на кг фаршемассы;колбасные изделия,                           рубленые полуфабрикаты;"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 301,64   ; 368,00 ; 482,66 ; 588,85 
;Функциональные смеси;Функциональные пищевые смеси;V Эмультек Паштет;смесь эмульгаторов для предотвращения бульонно-жировых отеков,  увеличения выхода готового продукта, уменьшения потерь при термообработке;состав: эмульгаторы (Е471, Е472с), растительные волокна, загустители (Е412, Е415);"15-20 грамм
 на 1 кг фаршемассы";"ливерные колбасы
паштеты                            рубленые полуфабрикаты";"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 344,26   ; 420,00 ; 182,66 ; 222,85 
;Функциональные смеси;Функциональные пищевые смеси;V МитСтаб 10; Смеси для увеличения стабильности мясных систем, уплотнитель и улучшитель консистенции;состав: растительные волокна, загустители (Е407, Е412), сахара, желирующий агент;"15-30 грамм
 на 1 кг фаршемассы";"вареные колбасы
варенокопченая колбаса
полукопченая колбаса      рубленые полуфабрикаты";"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 409,84   ; 500,00 ; 1 044,95 ; 1 274,84 
;Функциональные смеси;Функциональные пищевые смеси;V МитСтаб 20; Смеси для увеличения стабильности мясных систем, уплотнитель и улучшитель консистенции;Клетчатка бамбуковая, белок яичный, белок говяжий, регуляторы кислотности (Е331iii, Е451i, Е500), соль;"12-15 г
 на 1 кг фаршемассы";"все виды колбасных изделий и
рубленые полуфабрикаты";"Мет. П. 260*450 - 2 кг
Мет. П. 400*600 - 5 кг
Мет. П. 500*600 - 10 кг";мешок/короб 20 / 25 кг; 543,44   ; 663,00 ; 271,18 ; 330,84 
